  1.0000000e-012  0.0000000e+000
  1.0232930e-012  0.0000000e+000
  1.0471285e-012  0.0000000e+000
  1.0715193e-012  0.0000000e+000
  1.0964782e-012  0.0000000e+000
  1.1220185e-012  0.0000000e+000
  1.1481536e-012  0.0000000e+000
  1.1748976e-012  0.0000000e+000
  1.2022644e-012  0.0000000e+000
  1.2302688e-012  0.0000000e+000
  1.2589254e-012  0.0000000e+000
  1.2882496e-012  0.0000000e+000
  1.3182567e-012  0.0000000e+000
  1.3489629e-012  0.0000000e+000
  1.3803843e-012  0.0000000e+000
  1.4125375e-012  0.0000000e+000
  1.4454398e-012  0.0000000e+000
  1.4791084e-012  0.0000000e+000
  1.5135612e-012  0.0000000e+000
  1.5488166e-012  0.0000000e+000
  1.5848932e-012  0.0000000e+000
  1.6218101e-012  0.0000000e+000
  1.6595869e-012  0.0000000e+000
  1.6982437e-012  0.0000000e+000
  1.7378008e-012  0.0000000e+000
  1.7782794e-012  0.0000000e+000
  1.8197009e-012  0.0000000e+000
  1.8620871e-012  0.0000000e+000
  1.9054607e-012  0.0000000e+000
  1.9498446e-012  0.0000000e+000
  1.9952623e-012  0.0000000e+000
  2.0417379e-012  0.0000000e+000
  2.0892961e-012  0.0000000e+000
  2.1379621e-012  0.0000000e+000
  2.1877616e-012  0.0000000e+000
  2.2387211e-012  0.0000000e+000
  2.2908677e-012  0.0000000e+000
  2.3442288e-012  0.0000000e+000
  2.3988329e-012  0.0000000e+000
  2.4547089e-012  0.0000000e+000
  2.5118864e-012  0.0000000e+000
  2.5703958e-012  0.0000000e+000
  2.6302680e-012  0.0000000e+000
  2.6915348e-012  0.0000000e+000
  2.7542287e-012  0.0000000e+000
  2.8183829e-012  0.0000000e+000
  2.8840315e-012  0.0000000e+000
  2.9512092e-012  0.0000000e+000
  3.0199517e-012  0.0000000e+000
  3.0902954e-012  0.0000000e+000
  3.1622777e-012  0.0000000e+000
  3.2359366e-012  0.0000000e+000
  3.3113112e-012  0.0000000e+000
  3.3884416e-012  0.0000000e+000
  3.4673685e-012  0.0000000e+000
  3.5481339e-012  0.0000000e+000
  3.6307805e-012  0.0000000e+000
  3.7153523e-012  0.0000000e+000
  3.8018940e-012  0.0000000e+000
  3.8904514e-012  0.0000000e+000
  3.9810717e-012  0.0000000e+000
  4.0738028e-012  0.0000000e+000
  4.1686938e-012  0.0000000e+000
  4.2657952e-012  0.0000000e+000
  4.3651583e-012  0.0000000e+000
  4.4668359e-012  0.0000000e+000
  4.5708819e-012  0.0000000e+000
  4.6773514e-012  0.0000000e+000
  4.7863009e-012  0.0000000e+000
  4.8977882e-012  0.0000000e+000
  5.0118723e-012  0.0000000e+000
  5.1286138e-012  0.0000000e+000
  5.2480746e-012  0.0000000e+000
  5.3703180e-012  0.0000000e+000
  5.4954087e-012  0.0000000e+000
  5.6234133e-012  0.0000000e+000
  5.7543994e-012  0.0000000e+000
  5.8884366e-012  0.0000000e+000
  6.0255959e-012  0.0000000e+000
  6.1659500e-012  0.0000000e+000
  6.3095734e-012  0.0000000e+000
  6.4565423e-012  0.0000000e+000
  6.6069345e-012  0.0000000e+000
  6.7608298e-012  0.0000000e+000
  6.9183097e-012  0.0000000e+000
  7.0794578e-012  0.0000000e+000
  7.2443596e-012  0.0000000e+000
  7.4131024e-012  0.0000000e+000
  7.5857758e-012  0.0000000e+000
  7.7624712e-012  0.0000000e+000
  7.9432823e-012  0.0000000e+000
  8.1283052e-012  0.0000000e+000
  8.3176377e-012  0.0000000e+000
  8.5113804e-012  0.0000000e+000
  8.7096359e-012  0.0000000e+000
  8.9125094e-012  0.0000000e+000
  9.1201084e-012  0.0000000e+000
  9.3325430e-012  0.0000000e+000
  9.5499259e-012  0.0000000e+000
  9.7723722e-012  0.0000000e+000
  1.0000000e-011  0.0000000e+000
  1.0232930e-011  0.0000000e+000
  1.0471285e-011  0.0000000e+000
  1.0715193e-011  0.0000000e+000
  1.0964782e-011  0.0000000e+000
  1.1220185e-011  0.0000000e+000
  1.1481536e-011  0.0000000e+000
  1.1748976e-011  0.0000000e+000
  1.2022644e-011  0.0000000e+000
  1.2302688e-011  0.0000000e+000
  1.2589254e-011  0.0000000e+000
  1.2882496e-011  0.0000000e+000
  1.3182567e-011  0.0000000e+000
  1.3489629e-011  0.0000000e+000
  1.3803843e-011  0.0000000e+000
  1.4125375e-011  0.0000000e+000
  1.4454398e-011  0.0000000e+000
  1.4791084e-011  0.0000000e+000
  1.5135612e-011  0.0000000e+000
  1.5488166e-011  0.0000000e+000
  1.5848932e-011  0.0000000e+000
  1.6218101e-011  0.0000000e+000
  1.6595869e-011  0.0000000e+000
  1.6982437e-011  0.0000000e+000
  1.7378008e-011  0.0000000e+000
  1.7782794e-011  0.0000000e+000
  1.8197009e-011  0.0000000e+000
  1.8620871e-011  0.0000000e+000
  1.9054607e-011  0.0000000e+000
  1.9498446e-011  0.0000000e+000
  1.9952623e-011  0.0000000e+000
  2.0417379e-011  0.0000000e+000
  2.0892961e-011  0.0000000e+000
  2.1379621e-011  0.0000000e+000
  2.1877616e-011  0.0000000e+000
  2.2387211e-011  0.0000000e+000
  2.2908677e-011  0.0000000e+000
  2.3442288e-011  0.0000000e+000
  2.3988329e-011  0.0000000e+000
  2.4547089e-011  0.0000000e+000
  2.5118864e-011  0.0000000e+000
  2.5703958e-011  0.0000000e+000
  2.6302680e-011  0.0000000e+000
  2.6915348e-011  0.0000000e+000
  2.7542287e-011  0.0000000e+000
  2.8183829e-011  0.0000000e+000
  2.8840315e-011  0.0000000e+000
  2.9512092e-011  0.0000000e+000
  3.0199517e-011  0.0000000e+000
  3.0902954e-011  0.0000000e+000
  3.1622777e-011  0.0000000e+000
  3.2359366e-011  0.0000000e+000
